text,start,duration,time_midpoint,vader,textblob,llama3,vader_norm,textblob_norm,llama3_norm
be afraid of no,2309.68,3.04,2311.2,-0.296,-0.6,0.7,-0.049842389045940544,0.010021775454923294,0.02394658264067851
secrecy isn't that what you want,2313.16,4.04,2315.18,0.0772,0.0,0.4,-0.05120002781742033,0.00966875845075024,0.02448113509344714
darling tell me why do you love me,2318.76,5.0,2321.26,0.8402,0.5,0.8,-0.052817779515644946,0.008994038829660133,0.02493280038523186
Jeffrey I love,2321.839,5.401,2324.5395,0.6369,0.5,0.8,-0.05346789095344008,0.008573633946862752,0.025003266484845375
you because your name is Juliana and,2323.76,5.68,2326.6000000000004,0.0,0.0,0.4,-0.053798580564348664,0.008292782304704495,0.02498853044194046
because of a thousand things I cannot,2327.24,3.5,2328.99,0.0,0.0,0.8,-0.054108265188677944,0.007953172217495,0.02491639703239817
your ring is so beautiful,2342.88,3.64,2344.7000000000003,0.7177,0.848382973247205,-0.7,-0.05425913725218814,0.005511685271461066,0.023110556090438737
one I wish you'd inscribe something in,2351.68,4.6,2353.98,0.4019,0.0,0.4,-0.05291130502457784,0.004077241751509299,0.02111250420340102
will I have a feeling someone's been,2361.44,3.48,2363.18,0.128,0.0,0.2,-0.050613350946371184,0.0028241145484147715,0.018590571182851817
searching this,2363.64,6.08,2366.68,0.0,0.0,-0.7,-0.04950310193420747,0.00241899355843732,0.01751348208255462
room why your letters it may have been,2364.92,4.8,2367.32,0.0,0.0,-0.7,-0.04928657343369647,0.0023501757245429954,0.017310376670577898
father no woman since time began has,2370.16,6.6,2373.46,-0.296,0.0,-0.7,-0.047003719027702354,0.0017846391990383181,0.015275607339388722
ever received such letters,2372.88,3.88,2374.82,0.0,0.0,0.2,-0.04644902053868129,0.0016849053853685986,0.014805805502464364
my life before you was so empty would,2403.119,6.881,2406.5595000000003,-0.3327,-0.1,-0.7,-0.02910203452641303,0.003144812349969047,0.0028787242152386945
you throw up the candle someone may have,2407.68,4.639,2409.9995,0.0,0.0,0.2,-0.026784677264498385,0.0038635282929102774,0.0015828909464530208
light oh Jeffrey to be with you that's,2424.839,7.081,2428.3795,0.0,0.4,0.7,-0.013292863864425963,0.01016440007966398,-0.0048276946383551
all I ever wish for love me love,2427.44,4.48,2429.68,0.9022,0.5,0.7,-0.012276724718483178,0.010783888162581693,-0.005234117201877884
me good morning,2440.319,6.601,2443.6195,0.4404,0.7,0.7,-0.0009873276075459438,0.01906593211996719,-0.009024827323249966
Petro good morning Senor doing very well,2442.44,6.84,2445.86,0.6478,0.4499999999999999,0.7,0.0008851105719487416,0.020695106295406603,-0.009522155666825101
I'm not doing so good to my back this is,2446.92,4.96,2449.4,0.5777,0.35,-0.7,0.0038698815652076345,0.023448755533329688,-0.010234906687693272
not proper work for a gond but it's,2449.28,3.44,2451.0,0.0,0.0,0.6,0.005228546904092163,0.02476720678263712,-0.010526224211650616
pay see seor this is a funny spot senor,2452.72,6.76,2456.1,0.3612,0.25,0.7,0.009593726576205507,0.02928649616230535,-0.011318175740481292
the grass will not come,2457.359,5.041,2459.8795,0.0,0.0,-0.7,0.012856937079404156,0.032956594356533066,-0.011762318053754207
no perhaps there's too much clay yes but,2462.4,5.28,2465.04,0.0644,0.2,0.4,0.017341141624260932,0.03842711939341457,-0.012156714028698645
why just here Senora I'm sure I don't,2465.48,4.0,2467.48,0.3182,0.5,-0.7,0.01946955752124274,0.041204303103766195,-0.012252817192314334
P I saw the senorina this morning and I,2469.48,5.08,2472.02,0.0,0.0,0.4,0.02343771998090207,0.04669595308998313,-0.012272035110207542
said to her like you told me if she,2473.28,3.24,2474.9,0.3612,0.0,0.3,0.025956980037289752,0.05037909227174751,-0.012180126129135436
wished to use the gondola I am always at,2474.56,4.32,2476.72,0.0,0.0,0.7,0.027548570529063145,0.052778366042718614,-0.012082004272798465
her service good for you well she say,2476.52,3.88,2478.46,0.6124,0.7,0.6,0.029069251548586836,0.05512003431032313,-0.011960022505433404
she have no use for the,2478.88,4.56,2481.1600000000003,-0.296,0.0,-0.7,0.03142590741141973,0.05883858178223387,-0.011717764633733597
gondola these are not friendly people,2480.4,5.76,2483.28,-0.3875,-0.1875,-0.7,0.03327268543787752,0.06182384647007167,-0.011483773530921698
seora just the same cut a basket full of,2483.44,6.12,2486.5,-0.2732,0.175,0.4,0.03606940223160743,0.06645414293359853,-0.011057562717301827
roses and have them sent up Miss,2486.16,3.4,2487.86,-0.1531,0.0,0.4,0.037246960841034106,0.06844032038303843,-0.010852758047621654
Julie this came for you a little while,2491.48,6.56,2494.76,0.0,-0.1875,0.6,0.043177494892856355,0.07872947402948989,-0.009600333207245381
you it's a beautiful,2498.04,4.84,2500.46,0.5994,0.848382973247205,0.7,0.04800556235884469,0.08739385621151408,-0.008317552615320743
day I hadn't noticed it,2500.4,5.52,2503.1600000000003,0.0,0.0,0.2,0.050264623446963655,0.09151445726989042,-0.007638704838014557
especially if you'll excuse me I asked,2502.88,4.959,2505.3595,0.144,-0.025,0.2,0.052089853809231326,0.09486731305114537,-0.007054212418718975
Petra to cut some roses for your aunt,2505.92,3.36,2507.6,-0.2732,0.0,0.6,0.05393407770159658,0.0982717791529415,-0.006431226989704071
that was very considerate of you Mr,2507.839,3.601,2509.6395,0.4927,0.2,0.7,0.055598771447002746,0.10135547020084154,-0.005841080427708138
Burton but don't you think she'd like,2509.28,4.44,2511.5,0.5023,0.0,0.5,0.05710495301233208,0.10415118630654252,-0.005284487133842566
them I had the feeling that she'd love,2511.44,4.36,2513.62,0.6908,0.5,0.7,0.058805983070041465,0.1073114825921555,-0.004630093032667345
things and that one once she herself was,2515.8,8.039,2519.8195,0.0,0.0,0.2,0.06367891253791975,0.11634427230843629,-0.0026040127589021704
beautiful she was is there a portrait of,2520.4,4.76,2522.78,0.5994,0.848382973247205,0.8,0.06594779357997918,0.120516613181097,-0.001583668691473918
her in the,2523.839,4.681,2526.1795,0.0,0.0,0.2,0.06850248639738005,0.1251672673001675,-0.0003755140431041357
house no what a,2525.16,5.4,2527.86,-0.296,0.0,-0.5,0.06974429199009838,0.12740379176662786,0.0002347219509012356
Pity I would have given anything to have,2528.52,3.76,2530.4,-0.296,-0.1,-0.7,0.07159347227419913,0.13069738088240335,0.0011717064114139014
seen what she was,2530.56,4.6,2532.86,0.0,0.0,0.4,0.07335127098794834,0.13377919920244738,0.002094283392137954
like her hair down about her,2532.28,6.44,2535.5,0.3612,-0.1555555555555555,0.4,0.07519979022521793,0.13695771149886837,0.0030987784085521925
shoulders her eyes shining her beauty,2535.16,6.159,2538.2395,0.5859,0.0,0.7,0.0770746735168815,0.1401031915139685,0.004154525524577459
the despair of,2538.72,7.119,2542.2795,-0.3182,0.0,-0.7,0.0797550498313612,0.14443141670802773,0.005731031229897293
ports was she happy,2541.319,4.52,2543.579,0.5719,0.8,0.2,0.0805949101187096,0.14573922341930234,0.006241930257075573
I've often wondered if beauty doesn't,2547.8,4.44,2550.02,0.5859,0.0,0.2,0.08458815793321592,0.15155472015781216,0.008789426807996121
bring more sorrow than,2549.119,3.121,2550.6795,-0.5709,0.5,-0.7,0.08498048578063225,0.15208352423203936,0.009050885390451652
happiness Miss,2552.96,5.879,2555.8995,0.4588,0.7,0.6,0.08797139553257441,0.15579346495331703,0.011116607552306805
Tina last night I heard music music,2554.96,5.599,2557.7595,0.0,0.0,0.8,0.08898663380611148,0.15690224608665096,0.011849065506816787
we're a long way from the Pia it wasn't,2558.839,4.841,2561.2595,0.0,-0.05,-0.7,0.0908260172207908,0.15869137792374713,0.013220168321033109
that kind of music I heard it in my,2560.559,6.481,2563.7995,0.0,0.6,0.3,0.09210478221992893,0.15975987756958143,0.014208793721286595
room it was faint,2563.68,5.6,2566.48,0.0,-0.5,-0.7,0.0934050932483346,0.16069108903427431,0.01524572718009632
lovely it seemed like music out of,2567.04,4.0,2569.04,0.743,0.5,0.7,0.09460148871046115,0.16140353768710483,0.01622947244307228
Century that came from the other side of,2571.04,4.68,2573.38,0.0,-0.125,0.5,0.09653293953899379,0.16224777117504138,0.017881292544553222
the house you must be a writer of,2573.28,5.16,2575.86,0.0,0.0,0.5,0.09758452381189918,0.16254213217704222,0.018815491306018155
romantic stories Mr B,2575.72,4.32,2577.88,0.4019,0.0,0.7,0.09841436069744632,0.1626895861392708,0.019570845429531684
no one lives on the other side of the,2578.44,4.56,2580.7200000000003,-0.296,-0.125,-0.7,0.09954217386438025,0.1627677823697885,0.020623931480747117
house and there couldn't have been any,2580.04,5.76,2582.92,0.0,0.0,0.2,0.10038586389722028,0.1627331690964385,0.021432210677460425
perhaps after all this place does,2585.8,4.88,2588.24,0.0,0.0,0.7,0.10232466910177028,0.1623512142455303,0.023357922635420424
stimulate one's,2587.92,2.76,2589.3,0.2263,0.0,0.2,0.1026947761103358,0.1622310195643284,0.023736484255381142
imagination Mr,2591.96,4.639,2594.2795,0.0,0.0,0.7,0.10436693493946994,0.16150756801553562,0.02549050253825473
Burton I've never understood why you,2594.2,4.52,2596.46,0.0,0.0,0.3,0.10506674370394782,0.1611223154806265,0.026245384573694366
came here but for whatever reason it,2596.599,4.931,2599.0645,0.0,0.0,-0.7,0.1058787280942672,0.16062077374707406,0.027135986218348302
would be better if you left,2598.72,5.909,2601.6745,0.4404,0.25,-0.7,0.10666795972338991,0.160082743485971,0.028015939045844238
this time I was instructed to see you,2608.04,6.88,2611.48,0.0,0.0,0.4,0.10944387959734192,0.15782950051924396,0.031201709232961967
father by whom Miss bordo the Elder oh I,2609.64,7.919,2613.5995,-0.1531,0.0,0.4,0.11001060879612347,0.15730920072385113,0.031863771559164346
uh purchased a painting from her a,2614.92,4.96,2617.4,0.0,0.0,0.2,0.11100292773264754,0.1563609932581366,0.033025727990742805
miniature the sum was,2617.559,4.361,2619.7395,0.0,0.0,-0.7,0.11160045221883795,0.15577237234690575,0.0337243935924981
"£1,000 she didn't want her niece to know",2619.88,3.4,2621.58,-0.0572,0.0,0.4,0.11206439047320897,0.1553091517823704,0.03426487348463629
about the transaction she instructed me,2621.92,4.28,2624.06,0.0,0.0,0.4,0.11268213957606132,0.15468766748768362,0.03498007006730134
to bring the money to you here it is she,2623.28,4.76,2625.6600000000003,0.0,0.0,0.6,0.11307681375992051,0.15428991415536206,0.03543334917311972
said you would know what to do with it,2626.2,5.399,2628.8995,0.0,0.0,0.4,0.11386846790376547,0.15349693678411808,0.03633104862906411
when did you see her last night father,2628.04,7.519,2631.7995,0.0,0.0,-0.7,0.11457094945206446,0.15280667581389606,0.03711129365228349
and misstina knows nothing about it,2631.599,6.361,2634.7795,0.0,0.0,0.2,0.11528929823675962,0.15212315474975177,0.03788935465366234
no well thank you thank you Mr Burton,2635.559,5.0,2638.059,-0.1088,0.0,0.4,0.11607878564007733,0.15140876639511835,0.03871701147912922
for bringing the money if I may father,2637.96,5.24,2640.58,0.0,0.0,0.2,0.11668700958979866,0.15089175963249196,0.03933230412300718
I'd like to ask a question why,2640.559,5.721,2643.4195,0.3612,0.0,0.3,0.11737560116176926,0.15034823715883178,0.04000295770530456
certainly well I um read a rather,2643.2,4.44,2645.42,0.5423,0.2142857142857142,0.2,0.11786413240302605,0.14999288479209655,0.04046090394206833
curious story,2646.28,3.52,2648.0400000000004,0.3182,-0.1,0.7,0.11850929849986558,0.14956440871297652,0.04104221560594344
yesterday in a strange way it was,2647.64,4.04,2649.66,-0.2023,-0.05,0.4,0.11891119124155704,0.1493196613401629,0.04139127622863566
concerned with faith the power of,2649.8,4.48,2652.04,0.4215,0.0,0.4,0.11950547545804145,0.14898636563014794,0.04188991240952807
believing what was the story Mr Burton,2651.68,3.879,2653.6195,0.0,0.0,0.5,0.11990225369454499,0.1487814845129592,0.04221162964743239
it was about a,2654.28,4.039,2656.2995,0.0,0.0,0.4,0.12057949734221945,0.14846157431101423,0.04274093809589935
girl who seemed to lead two,2655.559,5.881,2658.4995000000004,0.0,0.0,0.2,0.12113892011090999,0.14822315067554845,0.04316008913474623
lives one in the present and the other,2658.319,4.201,2660.4195,0.0,-0.0625,0.2,0.12162947327482206,0.1480314360868686,0.043514750095557095
past you have found out about Miss Tina,2662.52,6.96,2666.0,-0.1531,-0.25,0.6,0.1230658479939702,0.14754979375302338,0.04448790080305441
I was afraid that you,2667.4,4.76,2669.78,0.0,-0.6,-0.7,0.12404600936746701,0.14727661436637637,0.045099585668327835
would my advice to you Mr Burton is to,2669.48,4.72,2671.84,0.0,0.0,0.3,0.12458203420229792,0.14714205571070638,0.04541722798735857
leave before I caused the tragedy you,2672.16,5.679,2674.9995,-0.6808,0.0,-0.7,0.12540606958713266,0.14695127878934355,0.04588334471959951
spoke about yes isn't it a tragedy now,2674.2,6.639,2677.5195,0.7364,0.0,-0.7,0.12606449922318,0.14680965209642108,0.04623718803828437
father perhaps Mr Burton but if she,2677.839,5.161,2680.4195,0.0,0.0,0.2,0.12682293433482583,0.1466545828809898,0.04662512719557068
didn't have the past she would have,2680.839,5.24,2683.459,0.0,-0.25,-0.7,0.12761801971106326,0.1464970025462858,0.04701008948428169
nothing there she knows happiness even a,2683.0,6.8,2686.4,0.5574,0.7,0.4,0.12838682839734186,0.1463451142012922,0.04736199103336942
Kind of Love there is nothing no one in,2686.079,6.441,2689.2995,0.7259,0.55,0.4,0.12914364870247913,0.14619185485201044,0.04768958463279206
the present who can give it that that's,2689.8,6.16,2692.88,0.0,0.0,0.2,0.130075718093445,0.1459918575855326,0.04806831309617687
why in her case I prefer illusion to,2692.52,5.48,2695.26,0.0,0.0,0.6,0.13069320278949179,0.14584894076339006,0.0483046788137249
your money will save The Bard the RO,2698.0,5.359,2700.6795,0.4939,0.0,0.4,0.13209102845376036,0.14548073468114078,0.048798609203086665
house I can only trust that Miss Tina,2700.76,4.839,2703.1795,0.4019,0.0,0.6,0.13273109860455698,0.1452853193286622,0.04900635638549594
w't miss the,2703.359,5.081,2705.8995,-0.1531,0.0,-0.7,0.13342344250140445,0.14505027889294583,0.04921844949018268
painting it was the bindo Jeffrey Ashton,2705.599,4.591,2707.8945000000003,0.0,0.0,0.7,0.13392826894161464,0.14486118785071575,0.04936499345898623
good evening Charles Louis when'd you,2742.28,6.12,2745.34,0.4404,0.7,0.6,0.14266785841131246,0.1370016528833464,0.05089757233745158
get back you came to see Miss bordo no,2745.24,5.72,2748.1,-0.4215,0.0,-0.7,0.1432365548773449,0.13597149647680618,0.05093388744786246
of course not I waited at Floria since I,2748.4,4.159,2750.4795,0.0,0.0,-0.7,0.1437162869546486,0.13501954998077637,0.05095840271562864
had to see you I came,2750.96,6.32,2754.12,0.0,0.0,0.7,0.14443049170789132,0.13344355729348634,0.05098434663859044
here shall we go to my rooms,2752.559,4.721,2754.9195,0.0,0.0,0.7,0.14458403550118593,0.13307742591808072,0.05098824821577774
this is an interesting house I literally,2762.44,5.32,2765.1,0.4019,0.5,0.7,0.14642809141570073,0.12774041121551324,0.050986561978103036
feel crowded by,2764.72,3.04,2766.24,0.0,0.0,-0.7,0.14662108492172488,0.12706062494485115,0.050980939405834806
ghosts why this is charming Louis,2768.8,6.799,2772.1995,0.5859,0.7,0.7,0.14758706598071594,0.12323105887652018,0.05093623920332201
Charming why did you want to see me I,2772.359,5.281,2774.9995,0.6249,0.7,0.4,0.14802005899042475,0.12128020358238499,0.05090734318493953
was curious about the progress you're,2775.599,4.321,2777.7595,0.6249,-0.1,0.7,0.1484368083625693,0.11926866661288026,0.05087463681095449
making after all it's been some time,2777.64,4.8,2780.04,0.0,0.0,-0.7,0.148775147681806,0.11754347300156308,0.05084481419729878
since you vanished into this,2779.92,4.8,2782.32,0.0,0.0,0.4,0.14910926812499606,0.11576426423409915,0.05081277508975491
tomb when I sent you the money Charles,2782.44,4.96,2784.92,0.0,0.0,0.4,0.1494867641698361,0.11367220049405988,0.05077389461381512
our business was over,2784.72,5.28,2787.36,0.0,0.0,-0.7,0.14983914436099083,0.11165088246547936,0.05073549888156843
I thought that was clear but your,2787.4,5.48,2790.14,0.2023,0.1,-0.7,0.1502403243127225,0.10928350378924957,0.05068996117238203
business if uh if you find the Love,2790.0,4.64,2792.32,0.6369,0.5,0.4,0.15055604878704748,0.10738192975774194,0.05065324077459904
Letters Lewis it'll be quite a windfall,2792.88,4.16,2794.96,0.0,0.0,0.7,0.1509413622179658,0.10502942364641071,0.050607974001953986
won't it the love letters of Jeffrey,2794.64,4.56,2796.92,-0.5216,0.5,0.4,0.15123056684110225,0.10324983850000838,0.05057404900800477
Ashton in a beautiful little,2797.04,5.519,2799.7995,0.5994,0.33125,0.7,0.15166206351496606,0.1005880511158621,0.050524139590607996
volume why they'll sell like wildfire,2799.2,5.56,2801.98,0.3612,0.0,0.8,0.1519953650290475,0.09853768683354266,0.050486604714076025
every dreaming girl every Tongue Tied,2802.559,3.76,2804.4390000000003,0.0,0.0,0.6,0.15237946356551696,0.09619258712604362,0.05044489102752595
lover will carry the book next to his,2804.76,6.44,2807.98,0.5859,0.0,0.5,0.15295083652200037,0.0927605987879142,0.050386672392779275
heart a million copies Louis a million,2806.319,8.441,2810.5395,0.6369,0.0,0.8,0.15337952271906136,0.09024422261441799,0.05034649165325396
dollars I told you I'm not after money,2811.2,6.919,2814.6595,0.0,0.0,-0.7,0.15410198725781618,0.08614077284959393,0.050286302389196194
yes yes leis I know how no your motives,2814.76,6.12,2817.82,0.4939,0.0,-0.7,0.15468713527558225,0.08295681965549669,0.05024480119218557
are your concern for the world and its,2818.119,4.641,2820.4395,0.0,0.0,0.5,0.15519501623581936,0.0802994265261541,0.05021408443933039
beauty but I'm concerned about myself,2822.76,4.2,2824.86,0.34,0.0,0.3,0.15610452141759107,0.07578834042054419,0.050171099417884266
and I have a desperate need for money,2825.599,2.801,2826.9995000000004,-0.3182,-0.6,-0.7,0.15657054910497376,0.07359756533933921,0.0501548082904735
you're being,2826.96,4.04,2828.98,0.0,0.0,0.2,0.1570181416752548,0.07156775894921699,0.05014263410219199
tiresome it'd be a shame if the Divine,2828.4,4.48,2830.64,0.128,-0.5,-0.7,0.15740588992607607,0.06986631002203733,0.05013472394302285
Giuliana should discover that her lodger,2831.0,4.96,2833.48,0.0,0.0,0.2,0.15809729136079717,0.06695808602241993,0.05012637742341235
was not William Burton an eager young,2832.88,7.52,2836.6400000000003,0.3612,0.1,0.4,0.15891063429089816,0.06373132955629622,0.05012537326098778
writer but uh leis vable an unscrupulous,2835.96,6.2,2839.06,0.0,0.0,-0.7,0.1595668008120263,0.06127077042583406,0.050130963921375574
publisher grav digging for the love,2840.4,3.679,2842.2395,0.6369,0.5,0.7,0.1604754330263321,0.05805745788704348,0.05014732563707955
letters of Jeffrey,2842.16,6.439,2845.3795,0.0,0.0,0.2,0.1614275780144196,0.05491194097362221,0.05017423591095893
Ashton now look here Charles,2844.079,5.961,2847.0595000000003,0.0,0.0,0.4,0.1619604663496452,0.05324266879526117,0.05019328372509388
I don't want to ENT I've been discussing,2848.599,4.0,2850.599,-0.0572,0.0,0.6,0.16313840734566318,0.0497624734637721,0.050244648786524355
your work with Miss Tina she's quite,2850.04,4.279,2852.1795,-0.1531,0.0,-0.7,0.16368847617735466,0.048226488759846,0.05027272863740666
interested in what you're,2852.599,4.041,2854.6195,0.4019,0.25,0.7,0.1645666031735064,0.04587971239112923,0.05032261477904813
doing don't you think she's a beautiful,2854.319,5.161,2856.8995,0.5994,0.848382973247205,0.7,0.16541862895938506,0.04371611156248792,0.05037667436790093
woman leis strange but don't you feel,2856.64,5.52,2859.4,-0.1027,-0.05,0.7,0.16638770821070512,0.04137887066773646,0.050444580980409756
get out Charles you don't frighten me Le,2859.48,5.079,2862.0195,0.2584,0.0,0.3,0.16744142586129765,0.03897387564478309,0.050525791583479245
you've been paid for your services why,2862.16,4.0,2864.16,0.0,0.0,0.6,0.16833145465180355,0.037044316023323594,0.050600103465241575
didn't you get the letters yourself it,2864.559,6.241,2867.6795,0.0,0.0,-0.7,0.1698509621624513,0.03394723883039713,0.05073850420687194
isn't too late get out,2866.16,4.64,2868.48,0.0,-0.3,-0.7,0.1702062246132538,0.033256733983798206,0.050772888283937515
my aunt would like to see you Mr Burton,2909.88,4.32,2912.04,0.3612,0.0,0.4,0.19459615642871342,0.006749338038836001,0.05464205369422231
I know it's very late but I saw the,2912.8,4.039,2914.8195,0.0,-0.39,0.4,0.19646746853875957,0.006011589927008197,0.05504671704545088
light coming from underneath your,2914.2,5.359,2916.8795,0.0,0.4,0.4,0.19787699985642848,0.005555792003491614,0.055360796020876485
door I haven't interrupted your writing,2916.839,6.76,2920.219,0.2235,0.0,0.2,0.20020240116000446,0.004986686903829914,0.05589617511896921
have I no no I was just reading you,2919.559,6.181,2922.6495,0.2235,0.0,-0.7,0.20192584717080841,0.004708454163012476,0.05630666351201304
excuse me for a moment,2923.599,15.421,2931.3095000000003,0.0772,-0.05,0.2,0.2082739062564914,0.004697547197104725,0.05791757565057673
I hope that Charles uh Mr Russell didn't,2942.559,4.24,2944.679,0.4404,0.0,-0.7,0.21868373086129805,0.007943565205550458,0.06088854888421775
cause you any inconvenience this,2945.48,4.4,2947.68,-0.3612,0.0,0.2,0.22111758105242835,0.00926018643984703,0.06164114782003269
afternoon I didn't mind he's a great,2946.799,5.28,2949.439,0.6249,0.8,0.5,0.22256016541838378,0.010137520095651935,0.06209749799433455
admirer of yours he seems to think,2949.88,4.4,2952.08,0.4215,0.0,0.7,0.22474800212068496,0.011604402158418452,0.06280414823020246
you're doing very important work oh,2952.079,4.04,2954.099,0.2716,0.52,0.7,0.22643808593126594,0.012849109756975334,0.06336200354974797
Charles was in one of his extravagant,2954.28,4.6,2956.5800000000004,0.0,0.0,0.4,0.22853540400950104,0.0145277880834815,0.06406875774653475
moods isn't it odd that I can't think of,2956.119,5.2,2958.719,0.2411,-0.1666666666666666,0.4,0.23036151723708395,0.01610941651961078,0.0646971599067428
you as a writer at,2958.88,7.199,2962.4795,0.0,0.0,0.6,0.2336114620323221,0.019198249012989548,0.06584550113410306
all Mr Burton is here how nice how kind,2961.319,7.28,2964.959,0.7351,0.6,0.8,0.23578141491985252,0.02145445474782611,0.06663357530547759
of you Mr Burton it's always a pleasure,2966.079,6.201,2969.1795,0.5719,0.0,0.7,0.23952344920272434,0.025706692647190915,0.06803269400884768
to see you miss bordo is it is it don't,2968.599,7.601,2972.3995,-0.1531,0.0,0.2,0.2424185765997907,0.029308281374654868,0.06914998473599257
close the door Tina that is mightn't we,2972.28,6.839,2975.6995,0.0,0.0,0.3,0.24542086530243956,0.033328513009177954,0.07034073225929142
all have some tea together at this hour,2976.2,5.48,2978.94,0.0,0.0,0.7,0.24840297458393817,0.03760786084284226,0.07155586330096154
hour there's no difference between ours,2979.119,5.601,2981.9195,-0.296,0.0,-0.7,0.2511739412139937,0.04183876564407724,0.0727139324659851
for me no morning no night no,2981.68,6.119,2984.7395,0.1471,0.0,-0.7,0.2538199876469901,0.04610172419124945,0.07384594075111067
Seasons please Tina some tea for Mr,2984.72,5.96,2987.7,0.3182,0.0,0.4,0.2566125702727818,0.05080808689278732,0.07506881444042202
Burton and myself Mr Burton may not care,2987.799,4.0,2989.799,-0.3875,0.0,-0.7,0.25859507701374584,0.054260901492966834,0.07595503063077112
tea I'd like it very much there you see,2991.799,7.601,2995.5995,0.3612,0.26,0.8,0.26404566748243474,0.064140362316981,0.07847384423955926
Tina go on go on it's so long since I've,2995.48,6.28,2998.62,0.0,-0.05,0.5,0.2668448640457719,0.06938615303204629,0.07981842969084076
entertained very,2999.4,5.52,3002.1600000000003,0.4019,0.2,0.7,0.27006890341044615,0.07552855276035686,0.08141548354420802
well I won't be long our best Silver,3001.76,6.48,3005.0,0.743,0.475,0.7,0.2725979056989532,0.08039626802259192,0.08270882304860891
Service and I bone china,3004.92,8.32,3009.08,0.0,0.0,0.7,0.2761183343000385,0.08719912351853365,0.08457795910629307
teacups it will be a party a tea,3008.24,7.28,3011.88,0.4019,0.0,0.4,0.2784426725334524,0.09167674331947578,0.08586336787716733
party it's kind of you to send the,3013.24,5.52,3016.0,0.4019,0.6,0.3,0.2817025416006671,0.09787999931462975,0.08775048954322838
flowers Mr Burton Amelia tells me you've,3015.52,6.319,3018.6795,0.0,0.0,0.7,0.2837065322722583,0.1016109968848685,0.08897049873468955
done wonders with the garden and oh what,3018.76,6.48,3022.0,0.0,0.0,0.4,0.2860471410980599,0.1058368584559139,0.09046909170625253
a wonderful garden it was I can well,3021.839,5.921,3024.7995,0.7003,0.848382973247205,0.8,0.2878858850224465,0.10900837723144875,0.09171718755210767
imagine Mr Bon,3025.24,7.359,3028.9195,0.0,0.0,0.4,0.2903450595963145,0.11292932825339048,0.09352079171853313
yes go to the door see if she's,3027.76,4.839,3030.1795,0.4019,0.0,0.4,0.2910340819956124,0.11393280629402544,0.09406303081708392
there she's gone Mr,3042.119,5.44,3044.839,0.0,0.0,0.4,0.29651290911683503,0.11879103627019175,0.09992738590730642
Burton give me my,3045.079,6.841,3048.4995000000004,0.0,0.0,0.5,0.2970487911547208,0.11821641408592484,0.10122964900951772
ring your ring you have it I know I know,3047.559,7.441,3051.2795,0.0,0.0,0.5,0.29720395017342316,0.11735281348903004,0.10216549615557971
how it happened she's kept off me all,3051.92,6.919,3055.3795,0.0,0.0,-0.7,0.297012724587515,0.11544556152382059,0.10345414959449173
day she searched the room how could I,3055.0,7.92,3058.96,0.0,0.0,-0.7,0.29641364993819774,0.11320043505023406,0.1044827313431474
have lost it you see she doesn't know,3058.839,7.161,3062.4195,-0.3182,0.0,-0.7,0.2954308765239319,0.11055391271356649,0.10538372630493958
and I've been sitting here thinking and,3062.92,5.199,3065.5195,0.0,0.0,0.3,0.29419679407442517,0.10781127641442353,0.10610818877676231
all of a sudden I,3066.0,4.88,3068.44,0.0,0.0,0.2,0.2927154841665726,0.1049286456879839,0.10671465070711698
knew last night you heard the music,3068.119,6.401,3071.3195,0.0,0.0,0.7,0.2909406077371054,0.10182238236492894,0.10723646745137946
didn't you Mr Burton you said so yes I,3070.88,6.28,3074.02,0.541,0.0,0.4,0.2889823790263174,0.0986879175544076,0.10765380059605198
did and you followed the music to my,3074.52,7.72,3078.38,0.0,0.0,0.7,0.28519682198605634,0.09321577662565073,0.10817239585854228
room and you saw her and somehow you got,3077.16,6.679,3080.4995,0.0,0.0,0.4,0.28306831899236734,0.09038878311372084,0.10835195902955275
ring give it to me Mr Burton,3083.839,7.161,3087.4195,0.0,0.0,0.7,0.27474022269794984,0.08051004956133632,0.1085858612491484
please oh thank,3095.16,5.76,3098.04,0.5859,0.0,0.6,0.257565475172256,0.06390217456332384,0.10779956348441869
you thank you Mr,3097.799,7.921,3101.7595,0.3612,0.0,0.7,0.25020376977055203,0.05782205394229524,0.10716657200612664
Burton it's so terrible when she's like,3100.92,7.0,3104.42,-0.3593,-0.7411177112354115,-0.7,0.24449346138801004,0.053428708211047594,0.10659395564502314
that she's,3105.72,7.16,3109.3,0.0,0.0,0.2,0.23314091425532527,0.045352567164724036,0.10529992526975997
Juliana me and you know who she thinks I,3107.92,10.159,3112.9995,0.0,0.0,0.3,0.22387460781450258,0.03928717828330106,0.10412811231427896
am Rosa Rosa I our old,3112.88,9.28,3117.52,0.0,0.1,0.3,0.2119125472887076,0.032041284578603,0.10249932601851405
housekeeper how I hated her Miss Tina,3118.079,8.28,3122.219,-0.7003,-0.7411177112354115,-0.7,0.19888602035127398,0.024815758880969367,0.1006070701764992
hates her too sometimes I'm afraid she's,3122.16,5.84,3125.08,-0.4404,-0.6,-0.7,0.19073072316400635,0.02062247438799035,0.09936974338070624
going to kill,3126.359,5.161,3128.9395,-0.6908,0.0,-0.8,0.1795416307287455,0.015272811389371276,0.09761449360366672
me she wouldn't do that wouldn't she,3128.0,4.839,3130.4195,0.0,0.0,-0.7,0.17521156046042047,0.01332808226178554,0.09691870359377144
